年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,1,1,12,10,臺中市,清水區,0,1,0,8,1,8,40,14,13,1,5,4,5,7,4,4,1,4,4,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,5,5,C03,120.568551,24.274676,2
2021,1,1,12,13,臺中市,清水區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,16,7,2,9,1,1,C03,7,7,3,18,2,14,,7,7,1,21,8,C03,120.563727,24.267988,2
2021,1,1,12,13,臺中市,神岡區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,4,2,16,25,2,9,1,1,C03,7,9,1,10,2,12,,25,25,1,21,8,C03,120.699698,24.252783,2
2021,1,1,12,18,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,,,B03,120.626464,24.184498,3
2021,1,1,12,28,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,,,C03,120.629741,24.163108,3
2021,1,1,12,35,臺中市,清水區,0,0,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,12,23,3,10,1,1,B12,7,9,1,8,2,2,,23,23,1,21,8,B12,120.57653,24.276394,3
2021,1,1,12,39,臺中市,西區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,5,8,B03,120.661804,24.154352,2
2021,1,1,13,0,臺中市,大甲區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,12,,1,,,B03,120.625596,24.435571,3
2021,1,1,13,27,臺中市,潭子區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,22,,B03,120.679427,24.20512,3
2021,1,1,13,30,臺中市,梧棲區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,4,4,4,2,16,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,5,8,C03,120.531706,24.257833,2
2021,1,1,13,33,臺中市,南屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,5,2,13,23,3,10,1,1,B12,7,9,1,8,2,1,,23,23,1,5,8,B12,120.621498,24.145233,2
2021,1,1,13,35,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,19,,,,,B03,,,1,8,1,,,19,19,1,12,,B03,120.6296,24.149188,3
2021,1,1,13,36,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,,,B03,120.640768,24.167819,3
2021,1,1,13,41,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.644564,24.151095,3
2021,1,1,13,42,臺中市,神岡區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,5,5,1,15,25,3,10,1,1,C03,7,9,1,10,2,14,,25,25,1,22,8,C03,120.689434,24.257967,2
2021,1,1,13,47,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.656886,24.201478,3
2021,1,1,13,47,臺中市,梧棲區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.551848,24.24485,4
2021,1,1,14,7,臺中市,西區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,5,5,2,12,,,,,,C03,,,1,,1,,,17,,1,21,,C03,120.657058,24.151427,3
2021,1,1,14,10,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.714663,24.141604,3
2021,1,1,14,10,臺中市,大甲區,0,2,0,8,1,5,30,5,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,8,1,1,C03,7,9,1,10,2,11,,6,6,1,21,8,C03,120.625644,24.435605,2
2021,1,1,14,15,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,F03,,,8,,1,,,23,,1,16,,F03,120.734709,24.134127,3
2021,1,1,14,25,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,3,18,9,,,12,12,2,12,,B03,120.6245,24.141275,3
2021,1,1,14,30,臺中市,南屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,,,,,,A12,,,1,,9,,,42,,1,22,,A12,120.6203,24.1303,3
2021,1,1,14,39,臺中市,梧棲區,0,1,0,8,1,5,50,3,7,1,5,4,5,7,4,4,1,4,4,1,16,42,2,9,4,5,F01,7,9,8,20,2,16,,42,42,1,5,8,F01,120.544556,24.247051,2
2021,1,1,14,40,臺中市,潭子區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,,21,,B03,120.708558,24.229138,3
2021,1,1,14,42,臺中市,北區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,5,5,2,16,19,3,10,1,4,B03,7,1,1,8,2,8,,19,19,1,21,8,B03,120.664943,24.158832,2
2021,1,1,14,45,臺中市,清水區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,1,12,23,2,8,1,1,C03,7,9,1,10,2,11,,23,23,1,5,5,C03,120.560463,24.283965,2
2021,1,1,14,46,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,43,,1,,,B03,120.682799,24.148423,3
2021,1,1,14,46,臺中市,西屯區,0,3,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,1,2,12,17,2,9,1,1,C03,7,9,1,10,2,14,,17,17,1,21,8,C03,120.610909,24.184385,2
2021,1,1,15,2,臺中市,清水區,0,0,0,8,1,5,70,14,7,1,5,4,5,7,4,4,1,4,5,1,12,7,3,10,1,1,A12,7,8,1,3,2,5,,7,7,1,5,5,A12,120.579432,24.301128,3
2021,1,1,15,2,臺中市,后里區,0,0,0,8,1,5,50,3,13,1,5,4,5,7,1,1,4,5,4,1,14,12,3,10,1,1,B12,7,2,1,7,2,6,,12,12,1,21,8,B12,120.712603,24.310606,3
2021,1,1,15,5,臺中市,西區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,12,,,,,,B12,,,1,,1,,,23,,1,21,,B12,120.679051,24.141974,3
2021,1,1,15,10,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,8,2,,,12,12,1,,,B03,120.697952,24.135393,4
2021,1,1,15,15,臺中市,霧峰區,0,2,0,8,1,5,70,14,7,1,5,4,5,7,4,4,3,4,4,1,16,7,2,9,1,1,C03,7,7,1,10,2,14,,7,7,1,4,8,C03,120.695899,24.0175,2
2021,1,1,15,16,臺中市,太平區,0,2,0,8,1,5,30,3,1,1,5,4,5,7,4,4,5,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,11,,6,6,1,21,8,C03,120.726097,24.123803,2
2021,1,1,15,21,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,,,B03,120.64589,24.134839,3
2021,1,1,15,33,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.681701,24.139597,3
2021,1,1,15,42,臺中市,沙鹿區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,44,23,1,22,,B03,120.590059,24.219382,3
2021,1,1,15,45,臺中市,南屯區,0,1,0,8,1,5,60,5,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,1,1,B03,7,9,1,8,2,1,,25,25,1,5,8,B03,120.633023,24.124138,2
2021,1,1,15,46,臺中市,新社區,0,1,0,8,1,5,40,11,9,1,5,4,5,7,4,4,9,4,5,1,11,13,2,9,1,1,C03,7,9,1,9,2,11,,13,13,1,21,8,C03,120.951892,24.021565,2
2021,1,1,15,52,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,1,2,16,9,3,10,1,1,B03,7,6,1,8,2,5,,9,9,1,22,8,B03,120.650198,24.162648,2
2021,1,1,15,53,臺中市,太平區,0,1,0,7,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,21,8,B03,120.713519,24.160706,2
2021,1,1,16,10,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,,,B03,120.750555,24.123645,3
2021,1,1,16,19,臺中市,大雅區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,1,3,4,1,3,15,3,10,1,1,B03,7,5,1,8,2,4,,15,15,1,22,9,B03,120.646665,24.222791,2
2021,1,1,16,20,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,67,,,,,,,,8,20,9,,,67,67,,,,,120.6449,24.149145,3
2021,1,1,16,23,臺中市,東勢區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.838611,24.172238,3
2021,1,1,16,27,臺中市,龍井區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,1,16,19,2,9,1,1,C03,7,1,1,10,2,12,,19,19,1,16,5,C03,120.502104,24.205563,2
2021,1,1,16,28,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,1,,6,6,1,4,8,B03,120.72832,24.171573,2
2021,1,1,16,30,臺中市,西屯區,0,1,0,8,1,5,40,4,2,1,5,4,5,7,2,1,5,5,4,2,18,42,2,9,1,1,C03,7,15,1,10,2,12,,42,42,1,21,8,C03,120.657616,24.168011,2
2021,1,1,16,40,臺中市,東勢區,0,1,0,8,1,5,60,14,9,1,5,4,5,7,4,4,1,4,5,1,17,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.82406,24.25854,2
2021,1,1,16,50,臺中市,沙鹿區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,11,,6,6,1,21,8,C03,120.604916,24.243653,2
2021,1,1,16,58,臺中市,潭子區,0,1,0,8,1,5,50,11,8,1,5,4,5,7,4,4,5,4,4,2,17,42,2,9,1,1,C03,7,9,1,10,2,12,,42,42,1,22,8,C03,120.723789,24.193204,2
2021,1,1,17,0,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,21,,B12,120.720556,24.278413,3
2021,1,1,17,2,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,12,,1,,,B03,120.640385,24.140923,3
2021,1,1,17,5,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,18,,1,,,B03,120.649677,24.225199,3
2021,1,1,17,10,臺中市,北屯區,0,0,0,8,3,5,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,16,,1,,,B03,120.666217,24.181917,3
2021,1,1,17,10,臺中市,西屯區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,9,4,4,2,12,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,12,8,B03,120.660117,24.173876,2
2021,1,1,17,14,臺中市,北屯區,0,3,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,26,2,8,3,4,C03,7,11,3,18,2,14,,26,26,1,22,8,C03,120.690381,24.175035,2
2021,1,1,17,14,臺中市,豐原區,0,1,0,8,3,5,30,3,1,1,5,4,5,7,3,1,10,5,5,2,17,6,3,10,1,1,B03,7,9,1,8,2,8,,6,6,1,22,8,B03,120.717208,24.255711,2
2021,1,1,17,15,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,43,,1,4,,B03,120.656608,24.169893,3
2021,1,1,17,22,臺中市,潭子區,0,1,0,8,4,5,60,3,1,1,5,4,5,7,1,1,1,4,4,1,16,9,3,10,1,1,B03,7,6,1,8,2,5,,9,9,1,22,9,B03,120.722897,24.20317,2
2021,1,1,17,28,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,21,,C03,120.710573,24.149681,3
2021,1,1,17,28,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,,,,,,,,1,21,,C03,120.648341,24.093249,3
2021,1,1,17,37,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,19,,B03,120.64853,24.150784,3
2021,1,1,17,40,臺中市,烏日區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,6,,6,6,1,21,8,B03,120.621878,24.106473,2
2021,1,1,17,42,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,,1,22,,C03,120.645666,24.164533,3
2021,1,1,17,43,臺中市,沙鹿區,0,3,0,8,3,5,50,3,1,1,5,4,5,7,1,1,1,4,4,2,12,16,2,9,1,1,C03,7,9,1,10,2,14,,16,16,1,18,8,C03,120.568946,24.219558,2
2021,1,1,17,45,臺中市,清水區,0,2,0,8,3,5,50,4,9,1,5,4,5,7,4,4,8,3,5,1,10,26,2,7,1,1,C03,7,9,1,10,2,11,,26,26,1,21,8,C03,120.563553,24.278874,2
2021,1,1,17,49,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.684105,24.15457,3
2021,1,1,17,50,臺中市,西屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,9,4,4,2,16,7,3,10,1,1,B03,7,8,1,8,2,5,,7,7,1,22,8,B03,120.646536,24.164575,2
2021,1,1,17,50,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,4,,B03,120.594154,24.191452,3
2021,1,1,17,56,臺中市,豐原區,0,1,0,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,3,23,3,10,1,1,F01,7,9,8,20,2,16,,23,23,1,16,8,F01,120.72046,24.251108,2
2021,1,1,18,7,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,10,,C03,120.568754,24.244522,4
2021,1,1,18,8,臺中市,西屯區,0,1,0,8,4,5,50,14,9,1,5,4,5,7,4,4,2,4,5,2,13,42,3,10,1,1,B03,7,9,1,8,2,1,,42,42,1,21,8,B03,120.60216,24.185348,2
2021,1,1,18,13,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,,,C03,120.585756,24.186354,3
2021,1,1,18,26,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,21,,B03,120.710935,24.249321,3
2021,1,1,18,30,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,C03,,,1,10,3,,,6,6,1,,,C03,120.711279,24.144264,3
2021,1,1,18,31,臺中市,西屯區,0,3,0,8,3,5,50,3,1,1,5,4,5,7,1,1,5,5,4,2,11,6,2,9,3,4,C03,7,5,1,10,2,11,,6,6,1,22,8,C03,120.657336,24.162601,2
