年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,6,1,6,50,臺中市,豐原區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.737072,24.272769,3
2021,6,1,7,10,臺中市,西區,0,0,0,8,1,5,30,13,9,1,5,4,5,7,4,4,10,5,5,2,17,23,,,,,B03,,,1,,1,,,23,23,1,21,,B03,120.668965,24.145554,3
2021,6,1,7,12,臺中市,烏日區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,5,,,23,23,1,20,,B03,120.646758,24.055558,3
2021,6,1,7,27,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,,12,,B03,120.624643,24.103506,3
2021,6,1,7,28,臺中市,梧棲區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,4,4,10,4,5,1,16,7,2,9,1,1,C03,7,7,1,10,2,14,,7,7,1,9,8,C03,120.54875,24.242,2
2021,6,1,7,29,臺中市,龍井區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,16,8,2,9,4,4,F01,7,5,8,20,2,16,,8,8,1,19,7,F01,120.523855,24.207332,2
2021,6,1,7,38,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,,,B03,120.655815,24.269316,3
2021,6,1,7,41,臺中市,太平區,0,1,0,7,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,19,3,10,1,1,C03,7,1,1,10,2,15,,19,19,1,20,8,C03,120.734376,24.150367,2
2021,6,1,7,45,臺中市,大雅區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,22,,B03,120.657001,24.222784,3
2021,6,1,7,45,臺中市,大雅區,0,1,0,7,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,12,6,3,10,1,1,C03,7,6,1,10,2,12,,6,6,1,22,9,C03,120.648618,24.218362,2
2021,6,1,7,50,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,9,,B03,120.522728,24.224133,3
2021,6,1,7,50,臺中市,清水區,0,1,0,8,1,8,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,2,9,1,1,C03,7,5,1,10,2,11,14,8,8,1,5,1,C03,120.561323,24.265483,2
2021,6,1,7,51,臺中市,豐原區,0,1,0,7,1,5,30,3,9,1,4,4,5,7,4,4,10,5,5,2,18,42,2,9,3,4,C03,7,9,1,10,2,15,,42,42,1,22,8,C03,120.716897,24.257644,2
2021,6,1,7,53,臺中市,太平區,0,1,0,7,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,3,4,B12,7,6,1,8,2,2,,6,6,1,9,8,B12,120.712565,24.145125,2
2021,6,1,7,55,臺中市,豐原區,0,1,0,7,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,1,11,5,3,10,3,4,A12,7,9,1,10,2,8,,5,5,1,10,8,A12,120.724905,24.221625,2
2021,6,1,7,58,臺中市,大雅區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,22,,B03,120.663649,24.229456,3
2021,6,1,7,58,臺中市,烏日區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.648182,24.088213,3
2021,6,1,8,0,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,4,3,10,1,1,C03,7,5,1,10,2,12,,4,4,1,22,8,C03,120.636407,24.139671,2
2021,6,1,8,8,臺中市,北屯區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,2,16,6,3,10,1,1,B03,7,6,2,18,2,2,,6,6,1,5,8,B03,120.665457,24.183565,2
2021,6,1,8,11,臺中市,潭子區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,4,1,16,6,3,10,1,1,B03,7,5,1,8,2,2,,6,6,1,22,8,B03,120.692292,24.224799,2
2021,6,1,8,13,臺中市,南屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,18,42,2,9,1,4,C03,7,9,1,10,2,14,,42,42,1,22,1,C03,120.622933,24.140572,2
2021,6,1,8,19,臺中市,烏日區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,16,,1,21,,A12,120.63415,24.106276,3
2021,6,1,8,26,臺中市,西區,0,1,0,7,1,5,50,3,1,1,4,4,5,7,4,4,10,5,5,2,18,42,2,9,1,1,C03,7,5,1,10,2,12,,42,42,1,22,1,C03,120.671051,24.142407,2
2021,6,1,8,30,臺中市,大雅區,0,1,0,7,1,5,50,14,7,1,5,4,5,7,4,4,5,2,5,2,16,26,3,10,1,1,C03,7,7,1,10,2,13,,26,26,1,22,9,C03,120.641248,24.219227,2
2021,6,1,8,32,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,19,,B03,120.534183,24.257304,3
2021,6,1,8,40,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,19,,1,22,,B03,120.676502,24.160345,3
2021,6,1,8,43,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,2,9,1,4,C03,7,5,1,10,2,12,,6,6,1,22,8,C03,120.643969,24.134739,2
2021,6,1,8,44,臺中市,北區,0,0,0,8,1,5,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,12,,1,5,,B03,120.670558,24.159699,3
2021,6,1,8,45,臺中市,西區,0,0,0,8,1,5,50,14,7,1,5,4,5,7,4,4,3,4,3,2,13,23,,,,,B12,,,1,,1,,,23,23,1,21,,B12,120.670781,24.15016,3
2021,6,1,8,47,臺中市,神岡區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,1,1,1,4,5,2,13,16,3,10,1,1,B03,7,9,1,8,2,1,,16,16,1,21,8,B03,120.664631,24.273236,2
2021,6,1,8,52,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,12,43,2,7,1,1,C03,7,9,1,10,2,14,,43,43,1,22,9,C03,120.672915,24.160429,2
2021,6,1,8,55,臺中市,南屯區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,5,5,4,2,17,6,3,10,1,1,B03,7,5,1,8,2,15,,6,6,1,21,8,B03,120.65215,24.15359,2
2021,6,1,9,6,臺中市,南屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,26,3,10,1,1,B03,7,9,1,8,2,1,,26,26,1,22,8,B03,120.646718,24.146745,2
2021,6,1,9,19,臺中市,烏日區,0,1,0,8,1,5,70,3,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,A12,7,6,1,5,2,2,,6,6,1,12,8,A12,120.598211,24.111233,2
2021,6,1,9,32,臺中市,大里區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,7,,1,4,,A41,120.69136,24.099924,3
2021,6,1,9,33,臺中市,南區,0,0,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,14,12,,,,,B03,,,1,,2,,,12,12,1,5,,B03,120.66074,24.123257,3
2021,6,1,9,50,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,9,3,10,3,4,B03,7,6,1,8,2,6,,9,9,1,5,8,B03,120.680725,24.159216,2
2021,6,1,9,53,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,3,10,1,1,B12,7,9,1,8,2,1,,6,6,1,21,8,B12,120.662947,24.147786,2
2021,6,1,9,56,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,B12,,,1,8,2,,,6,6,1,,,B12,120.670049,24.152816,3
2021,6,1,10,0,臺中市,太平區,0,1,0,7,1,5,50,3,2,1,5,4,5,7,4,4,5,5,4,1,16,7,3,10,1,1,B12,7,8,1,8,3,2,,7,7,1,5,4,B12,120.734693,24.124185,2
2021,6,1,10,20,臺中市,豐原區,0,1,0,7,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,40,3,10,3,4,B12,7,13,1,8,2,4,,40,40,1,22,8,B12,120.717758,24.243758,2
2021,6,1,10,25,臺中市,南區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,22,,B03,120.656879,24.133931,3
2021,6,1,10,26,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,18,43,2,7,1,4,C03,7,5,1,10,2,15,,43,43,1,20,8,C03,120.618046,24.348895,2
2021,6,1,10,27,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.669473,24.154912,3
2021,6,1,10,27,臺中市,外埔區,0,0,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,42,3,10,1,1,B03,7,3,1,8,2,2,,42,42,1,21,8,B03,120.646638,24.340478,3
2021,6,1,10,31,臺中市,北區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,1,1,5,5,4,2,17,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,22,9,B03,120.687855,24.158878,2
2021,6,1,10,35,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,17,23,2,9,3,4,C04,7,9,1,10,2,12,,23,23,1,5,8,C04,120.680426,24.155016,2
2021,6,1,10,49,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B12,,,1,,2,,,16,16,1,19,,B12,120.558981,24.235381,3
2021,6,1,10,50,臺中市,清水區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,9,1,1,C03,7,9,1,10,2,11,,25,25,1,5,5,C03,120.5725,24.262023,2
2021,6,1,10,53,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,9,,B03,120.708376,24.128326,3
2021,6,1,10,54,臺中市,潭子區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,3,4,4,1,12,23,3,10,1,1,C03,7,8,1,10,2,11,,23,23,1,22,8,C03,120.701581,24.215974,2
2021,6,1,10,55,臺中市,梧棲區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,1,17,8,2,9,1,1,C03,7,5,1,10,2,14,,8,8,1,20,8,C03,120.534379,24.221112,2
2021,6,1,11,2,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,,,,7,,11,,,43,,2,5,,,120.656198,24.119265,3
2021,6,1,11,2,臺中市,后里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,16,43,2,9,1,1,C03,7,11,1,10,2,14,,43,43,1,21,8,C03,120.714967,24.309973,2
2021,6,1,11,20,臺中市,北屯區,0,2,0,8,1,5,30,3,1,1,5,4,5,7,4,4,9,5,5,2,16,6,2,9,1,1,C03,7,6,1,10,2,11,,6,6,1,21,8,C03,120.680523,24.170513,2
2021,6,1,11,30,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,35,,1,21,,B12,120.726349,24.14562,3
2021,6,1,11,34,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,25,,1,,,C03,120.706253,24.216361,3
2021,6,1,11,45,臺中市,西區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,12,17,3,10,1,1,B03,7,9,1,8,2,2,,17,17,1,21,8,B03,120.67178,24.141994,2
2021,6,1,11,50,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B12,7,9,1,8,2,5,,6,6,1,22,8,B12,120.69508,24.154562,2
2021,6,1,11,55,臺中市,大里區,0,0,0,8,1,5,40,14,13,1,5,4,5,7,4,4,5,5,4,1,12,,,,,,B12,,,1,,2,,,19,,1,5,,B12,120.677027,24.099483,3
2021,6,1,11,58,臺中市,龍井區,0,1,0,8,1,5,50,3,1,5,5,4,5,7,1,1,10,5,5,2,16,19,3,10,3,4,B03,7,1,1,8,2,6,,19,19,1,9,7,B03,120.523703,24.206478,2
2021,6,1,12,0,臺中市,大里區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,4,4,10,5,5,2,3,23,2,8,1,1,C03,7,9,1,10,2,14,,23,23,1,5,8,C03,120.672603,24.11494,2
2021,6,1,12,2,臺中市,太平區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,1,16,19,3,10,1,1,C03,7,1,3,18,2,11,,19,19,1,19,8,C03,120.730398,24.150196,2
2021,6,1,12,2,臺中市,清水區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,4,4,2,13,23,2,8,1,1,C03,7,9,1,10,2,11,,23,23,1,5,1,C03,120.575543,24.271865,2
2021,6,1,12,3,臺中市,南區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,7,,1,,,C03,120.684769,24.129275,3
2021,6,1,12,25,臺中市,大雅區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,6,18,2,12,,6,6,1,22,9,C03,120.65433,24.211,2
2021,6,1,12,28,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,4,,B03,120.533973,24.25579,3
2021,6,1,12,35,臺中市,霧峰區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,4,,C03,120.699089,24.064406,3
2021,6,1,12,38,臺中市,東勢區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,,,,7,,11,,,43,,,,,,120.82914,24.249523,3
2021,6,1,13,0,臺中市,大里區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,18,,1,12,,B03,120.718508,24.099414,3
2021,6,1,13,2,臺中市,神岡區,0,1,0,6,1,5,30,14,9,1,4,4,5,7,4,4,10,5,5,1,17,42,2,3,1,1,B03,7,9,1,8,2,5,,42,42,1,21,8,B03,120.688891,24.250205,2
2021,6,1,13,5,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,16,6,2,8,1,1,C03,7,15,1,10,2,14,,6,6,1,22,9,C03,120.688123,24.158913,2
2021,6,1,13,6,臺中市,北區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,2,5,2,12,26,2,7,3,4,C03,7,11,1,10,2,11,,26,26,1,5,8,C03,120.686066,24.146606,2
2021,6,1,13,13,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,44,23,1,22,,B03,120.724788,24.243653,3
2021,6,1,13,17,臺中市,北區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,,,,7,,11,,,43,,,,,,120.677525,24.157019,3
2021,6,1,13,35,臺中市,南屯區,0,1,0,8,1,5,40,14,8,1,5,3,5,7,4,4,5,5,4,2,17,19,3,10,3,4,C03,7,1,1,10,2,11,,19,19,1,22,8,C03,120.654524,24.137098,2
2021,6,1,13,40,臺中市,東區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,14,,,,,,A12,,,1,,9,,,12,,1,5,,A12,120.68589,24.134109,3
2021,6,1,13,44,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,19,,1,21,,C03,120.6991,24.1829,3
2021,6,1,13,45,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,22,,B03,120.713476,24.242068,3
2021,6,1,13,55,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,18,,2,4,,B03,120.707505,24.148679,3
2021,6,1,13,57,臺中市,大甲區,0,1,0,7,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,17,42,2,9,1,1,C03,7,9,6,18,2,11,,42,42,1,20,8,C03,120.631659,24.354986,2
2021,6,1,14,0,臺中市,西區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,26,3,10,1,1,B12,7,11,1,1,2,1,,26,26,1,10,8,B12,120.653248,24.145504,2
2021,6,1,14,7,臺中市,大甲區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,17,42,2,9,1,1,C03,7,9,1,10,2,12,,42,42,1,20,8,C03,120.62206,24.35212,2
2021,6,1,14,8,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.692762,24.216151,3
2021,6,1,14,10,臺中市,南區,0,1,0,7,1,5,40,3,1,1,4,4,5,7,4,4,3,4,4,2,16,6,3,10,3,4,B03,7,6,1,8,2,2,,6,6,1,5,8,B03,120.702761,24.133454,2
2021,6,1,14,20,臺中市,太平區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,42,,1,21,,A41,120.708481,24.120755,3
2021,6,1,14,24,臺中市,西區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B11,,,1,,2,,,17,,1,21,,B11,120.659248,24.138248,3
2021,6,1,14,25,臺中市,南區,0,1,0,7,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,17,23,2,1,1,1,F01,7,9,8,20,2,16,,23,23,1,5,8,F01,120.662327,24.128008,2
2021,6,1,14,33,臺中市,清水區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,,,,B03,120.568877,24.27311,3
2021,6,1,14,34,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,3,,1,,,23,,1,,,B12,120.644853,24.202893,3
2021,6,1,14,35,臺中市,潭子區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,12,,1,,,B02,120.708429,24.210211,3
2021,6,1,14,35,臺中市,太平區,0,1,0,6,1,5,30,4,1,1,4,4,5,7,4,4,10,5,5,2,16,6,3,10,3,4,B03,7,6,1,8,2,8,,6,6,1,9,8,B03,120.719233,24.103189,2
2021,6,1,14,41,臺中市,沙鹿區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,14,,25,25,1,21,8,C03,120.564913,24.244251,2
2021,6,1,14,53,臺中市,北區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,17,23,3,10,1,4,B03,7,9,1,8,2,1,,23,23,1,21,8,B03,120.687745,24.165032,2
2021,6,1,14,57,臺中市,后里區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,17,40,3,10,1,1,B03,7,14,6,18,2,2,,40,40,1,22,8,B03,120.688941,24.314605,2
2021,6,1,15,6,臺中市,北區,0,1,0,6,1,5,40,14,8,1,4,4,5,7,4,4,1,4,4,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,22,8,C03,120.663399,24.161858,2
2021,6,1,15,13,臺中市,神岡區,0,2,0,6,1,5,50,14,9,1,4,4,5,7,1,1,5,5,4,2,17,44,3,10,1,1,A12,7,5,1,8,2,6,,44,44,1,21,8,A12,120.662423,24.257846,2
2021,6,1,15,17,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,22,,B03,120.694402,24.142767,3
2021,6,1,15,23,臺中市,霧峰區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,12,,B03,120.698051,24.061114,3
2021,6,1,15,25,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,8,,,23,,1,11,,B03,120.665562,24.096775,3
2021,6,1,15,29,臺中市,北區,0,1,0,8,1,5,50,14,7,1,4,4,5,7,4,4,1,4,4,2,16,16,3,10,1,1,C03,7,9,1,10,2,12,,16,16,1,22,8,C03,120.672652,24.168488,2
2021,6,1,15,30,臺中市,南區,0,1,0,6,1,5,50,4,2,1,4,4,5,7,1,1,9,4,4,2,12,26,3,10,1,1,C03,7,5,1,10,2,14,,26,26,1,5,1,C03,120.666476,24.120772,2
2021,6,1,15,34,臺中市,南區,0,1,0,6,1,5,50,3,1,1,3,4,5,7,4,4,10,5,5,2,18,42,2,9,1,1,C03,7,9,1,10,2,12,,42,42,1,21,8,C03,120.661833,24.131416,2
2021,6,1,15,36,臺中市,豐原區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,17,,1,21,,B12,120.712271,24.240524,3
2021,6,1,15,45,臺中市,大雅區,0,1,0,8,1,5,50,4,18,1,5,4,5,7,1,1,10,5,5,2,3,23,3,10,1,1,B03,7,5,1,8,2,1,,23,23,1,22,9,B03,120.64544,24.22194,2
2021,6,1,15,47,臺中市,太平區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,4,4,9,4,4,1,16,10,3,10,1,1,B03,7,11,1,8,2,8,,10,10,1,4,8,B03,120.72563,24.149621,2
2021,6,1,15,51,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,14,12,3,10,1,1,B03,7,2,1,8,2,7,,12,12,1,21,8,B03,120.625538,24.144893,2
2021,6,1,15,53,臺中市,中區,0,1,0,8,1,5,30,4,1,1,4,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,2,,6,6,1,5,8,B03,120.68079,24.137925,2
2021,6,1,15,55,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,27,2,8,1,1,C03,7,5,1,10,2,12,,27,27,1,21,8,C03,120.667507,24.136236,2
2021,6,1,15,57,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.636627,24.136519,3
2021,6,1,16,0,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,18,,1,,,B12,120.708872,24.215587,3
2021,6,1,16,2,臺中市,北屯區,0,0,0,6,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.667735,24.201169,3
2021,6,1,16,4,臺中市,東區,0,1,0,7,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,16,6,3,10,3,4,B03,7,6,1,8,2,2,,6,6,1,5,8,B03,120.707101,24.142718,2
2021,6,1,16,8,臺中市,南屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,5,5,4,2,16,19,3,10,1,1,B12,7,1,1,8,2,8,,19,19,1,20,8,B12,120.63615,24.144722,2
2021,6,1,16,10,臺中市,龍井區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,14,12,3,10,3,4,B03,7,2,1,8,2,3,,12,12,1,10,1,B03,120.549876,24.213395,2
2021,6,1,16,20,臺中市,西屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,22,,B03,120.647318,24.196518,3
2021,6,1,16,20,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,6,,1,9,,B12,120.620079,24.348273,3
2021,6,1,16,21,臺中市,石岡區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.781714,24.274424,3
2021,6,1,16,31,臺中市,大雅區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,3,1,5,4,4,1,16,6,3,10,1,1,B03,7,5,1,8,2,1,,6,6,1,22,9,B03,120.649988,24.216319,2
2021,6,1,16,34,臺中市,神岡區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,,B03,,,6,,2,,,16,,1,,,B03,120.683318,24.24665,3
2021,6,1,16,41,臺中市,大里區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,3,,B03,120.672177,24.102421,3
