年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,4,1,7,11,臺中市,豐原區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,8,3,4,1,17,8,3,10,3,4,C03,7,5,1,10,2,11,,8,8,1,21,8,C03,120.718788,24.251775,2
2021,4,1,7,25,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B12,,,1,,2,,,42,42,1,12,,B12,120.593701,24.109016,3
2021,4,1,7,30,臺中市,南屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,6,,1,22,,C03,120.626098,24.153093,3
2021,4,1,7,30,臺中市,霧峰區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,1,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,18,8,C03,120.687221,24.051421,2
2021,4,1,7,39,臺中市,豐原區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,1,12,42,2,9,3,4,C03,7,9,6,10,9,15,,42,42,2,22,9,C03,120.70312,24.25193,2
2021,4,1,7,41,臺中市,潭子區,0,1,0,8,1,5,60,14,9,1,5,4,5,7,4,4,3,4,5,2,16,7,2,9,1,1,C03,7,8,1,10,2,13,,7,7,1,22,8,C03,120.703518,24.201769,2
2021,4,1,7,43,臺中市,大甲區,0,2,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,5,4,2,3,51,2,1,4,5,H01,8,16,8,20,10,16,,51,51,1,5,8,H01,120.615163,24.351238,2
2021,4,1,7,50,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,7,,B03,120.674436,24.134401,3
2021,4,1,7,51,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,42,,1,,,A12,120.643116,24.199326,3
2021,4,1,7,51,臺中市,霧峰區,0,2,0,8,1,5,70,14,9,1,5,4,5,7,4,4,3,5,5,1,13,23,2,9,1,1,C03,7,8,1,10,2,11,,23,23,1,22,8,C03,120.697777,24.07148,2
2021,4,1,7,55,臺中市,大里區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,9,,B12,120.712288,24.120747,3
2021,4,1,7,56,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,17,6,2,9,1,1,C03,7,6,1,10,2,14,,6,6,1,22,9,C03,120.674418,24.146853,2
2021,4,1,7,56,臺中市,大甲區,0,1,0,7,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,17,10,3,10,1,1,B03,7,11,1,8,2,8,,10,10,1,21,8,B03,120.621963,24.354618,2
2021,4,1,7,57,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,C03,7,9,1,10,2,11,,6,6,1,22,1,C03,120.697288,24.147931,2
2021,4,1,7,58,臺中市,大里區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,4,,1,21,,C03,120.688114,24.086019,3
2021,4,1,8,0,臺中市,太平區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,5,5,2,26,42,2,9,1,1,C03,7,9,1,10,2,11,,42,42,1,5,1,C03,120.710553,24.138656,2
2021,4,1,8,1,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,19,,1,22,,B03,120.616585,24.152993,3
2021,4,1,8,3,臺中市,外埔區,0,0,0,8,1,5,50,12,9,1,5,4,5,7,4,4,5,5,5,1,11,23,3,10,1,1,B03,7,9,1,8,2,4,,23,23,1,22,8,B03,120.646308,24.332105,3
2021,4,1,8,5,臺中市,西屯區,0,2,0,8,1,5,40,4,2,1,5,4,5,7,2,1,1,4,1,2,16,9,2,8,1,1,C03,7,6,1,10,2,11,,9,9,1,22,8,C03,120.649991,24.162781,2
2021,4,1,8,6,臺中市,北區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,13,,6,6,1,5,8,C03,120.692713,24.155736,2
2021,4,1,8,15,臺中市,大雅區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,1,17,23,2,9,1,1,C03,7,9,1,10,2,15,,23,23,1,22,9,C03,120.662286,24.218404,2
2021,4,1,8,30,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.650211,24.146777,3
2021,4,1,8,33,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,23,2,9,3,4,C03,7,6,1,10,2,14,,23,23,1,22,8,C03,120.637716,24.132157,2
2021,4,1,8,35,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,,22,,B03,120.691583,24.160222,3
2021,4,1,8,51,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,25,,,,,C03,,,1,10,1,,,25,25,1,21,,C03,120.683483,24.201315,3
2021,4,1,8,52,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,,1,19,,B03,120.649915,24.142055,3
2021,4,1,8,55,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.687259,24.140283,3
2021,4,1,8,57,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,16,,1,22,,B12,120.685245,24.167148,3
2021,4,1,8,58,臺中市,潭子區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,2,4,2,17,23,3,10,1,1,B03,7,1,1,8,2,8,,19,23,1,22,9,B03,120.700708,24.211636,2
2021,4,1,9,3,臺中市,潭子區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,22,8,C03,120.710425,24.211011,2
2021,4,1,9,7,臺中市,豐原區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,10,4,4,2,14,12,3,10,1,1,B03,7,2,1,8,2,3,6,12,12,1,21,8,B03,120.747082,24.253842,2
2021,4,1,9,14,臺中市,龍井區,0,1,0,8,1,5,40,14,9,1,5,4,1,7,1,1,10,5,5,2,29,44,2,8,1,1,C03,7,9,1,9,2,14,,44,44,1,1,1,C03,120.520049,24.211748,2
2021,4,1,9,15,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B12,,,1,,2,,,16,16,1,5,,B12,120.725056,24.172208,3
2021,4,1,9,26,臺中市,東區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,1,1,1,4,5,2,12,23,3,10,1,1,B03,7,9,1,8,2,5,,23,23,1,22,8,B03,120.697326,24.13492,2
2021,4,1,9,30,臺中市,中區,0,0,1,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,15,25,3,10,1,1,B03,7,9,1,8,2,4,,25,25,1,2,8,B03,120.684481,24.142281,2
2021,4,1,9,30,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,12,25,3,10,1,1,B12,7,6,1,8,2,2,,25,25,1,22,9,B12,120.684393,24.142378,2
2021,4,1,9,30,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.538239,24.259113,3
2021,4,1,9,34,臺中市,潭子區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,17,42,2,9,1,1,B03,7,9,1,8,2,1,,42,42,1,22,8,B03,120.700016,24.216588,2
2021,4,1,9,38,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,11,,,43,,1,,,,120.624119,24.114082,3
2021,4,1,9,47,臺中市,東區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,12,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,22,8,C03,120.695456,24.141881,2
2021,4,1,9,47,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,8,1,1,C03,7,9,6,18,2,11,12,6,6,1,20,8,C03,120.624128,24.345308,2
2021,4,1,9,53,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,5,,B03,120.681415,24.104402,3
2021,4,1,9,56,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B02,,,1,,1,,,12,12,1,,,B02,120.66861,24.173677,3
2021,4,1,10,5,臺中市,西區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,13,16,2,9,1,1,C03,7,6,1,10,2,13,,44,16,1,5,9,C03,120.657717,24.154208,2
2021,4,1,10,7,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,4,,B03,120.618401,24.3493,3
2021,4,1,10,15,臺中市,后里區,0,2,0,8,2,5,60,4,1,1,5,4,5,7,2,1,10,4,5,1,12,8,2,9,1,1,C03,7,5,3,18,2,13,,8,8,1,21,8,C03,120.729887,24.331962,2
2021,4,1,10,20,臺中市,霧峰區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,3,1,10,5,5,1,16,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,22,8,C03,120.681438,24.021079,2
2021,4,1,10,20,臺中市,霧峰區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,10,,B12,120.716491,24.074305,3
2021,4,1,10,22,臺中市,東勢區,0,1,0,8,1,5,60,14,8,1,5,4,5,7,4,4,9,4,4,1,16,6,3,10,1,1,B03,7,8,1,8,2,6,,6,6,1,22,8,B03,120.837629,24.202851,2
2021,4,1,10,24,臺中市,大里區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,3,1,5,4,4,2,17,14,2,9,1,1,C03,7,9,1,10,2,12,,14,14,1,22,8,C03,120.680285,24.115055,2
2021,4,1,10,26,臺中市,潭子區,0,1,1,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,3,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.706358,24.203976,2
2021,4,1,10,41,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,21,,B12,120.707653,24.246915,3
2021,4,1,10,42,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,,,,7,,11,,,43,,1,,,,120.65412,24.161645,3
2021,4,1,10,48,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,4,,B03,120.657075,24.140303,3
2021,4,1,10,50,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.719169,24.183277,2
2021,4,1,10,52,臺中市,北屯區,0,1,0,8,1,5,40,3,12,1,5,4,5,7,4,4,5,5,4,2,13,16,3,10,1,1,C03,7,6,1,10,2,13,12,27,16,1,5,8,C03,120.69056,24.17839,2
2021,4,1,10,52,臺中市,西屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,13,23,3,10,3,4,B03,7,9,1,8,2,1,,23,23,1,21,8,B03,120.649711,24.162958,2
2021,4,1,10,57,臺中市,霧峰區,0,1,0,8,1,5,50,3,7,1,5,4,5,7,1,1,5,5,4,1,9,44,3,10,1,1,A02,7,12,1,2,2,15,,44,44,1,10,8,A02,120.699306,24.069713,2
2021,4,1,10,59,臺中市,梧棲區,0,1,0,8,1,5,60,14,9,1,5,4,5,7,1,1,1,2,5,1,13,45,3,10,1,1,B03,7,9,1,8,2,1,,45,45,1,21,8,B03,120.53493,24.245996,2
2021,4,1,11,5,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.679221,24.129952,3
2021,4,1,11,10,臺中市,潭子區,0,1,0,8,1,5,60,5,1,1,5,4,1,7,1,1,10,5,5,2,13,23,3,10,1,1,B03,7,9,1,10,2,1,,23,23,1,22,8,B03,120.707918,24.227996,2
2021,4,1,11,10,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,A31,,,1,,2,,,42,42,1,,,A31,120.679673,24.250956,3
2021,4,1,11,20,臺中市,霧峰區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,1,1,5,5,4,1,29,23,,,,,,,,,,,,,67,23,1,,,,120.69867,24.065601,2
2021,4,1,11,26,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,3,4,B01,7,5,1,2,2,5,,6,6,1,22,8,B01,120.653077,24.137824,2
2021,4,1,11,36,臺中市,中區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,3,23,3,10,3,4,B03,7,6,1,8,2,1,,23,23,1,21,8,B03,120.683805,24.138765,2
2021,4,1,11,38,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,42,,1,21,,C03,120.679105,24.138335,3
2021,4,1,11,38,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,,,B03,120.599248,24.335175,3
2021,4,1,11,40,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,22,8,C03,120.69714,24.141511,2
2021,4,1,11,45,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,19,3,10,3,4,B12,7,1,1,8,3,8,,19,19,1,22,8,B12,120.6102,24.1371,2
2021,4,1,11,57,臺中市,北區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,5,4,2,18,43,2,9,1,1,C03,7,9,1,10,2,15,,43,43,1,22,9,C03,120.663918,24.162493,2
2021,4,1,11,57,臺中市,東區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,6,2,8,1,1,C03,7,9,1,10,2,11,,14,6,1,18,8,C03,120.692312,24.149659,2
2021,4,1,11,59,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C04,,,1,,1,,,23,,1,22,,C04,120.663778,24.162528,3
2021,4,1,12,0,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,,,B03,120.575586,24.226006,3
2021,4,1,12,1,臺中市,南屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,12,,1,22,,B12,120.60747,24.151199,3
2021,4,1,12,5,臺中市,霧峰區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,16,10,3,10,1,1,C03,7,11,1,10,2,14,,10,10,1,22,8,C03,120.687915,24.045691,2
2021,4,1,12,9,臺中市,梧棲區,0,1,0,8,1,5,50,14,9,1,5,4,3,7,1,1,1,2,5,2,16,4,2,8,1,1,C03,7,10,1,10,2,14,,4,4,1,5,8,C03,120.546769,24.254655,2
2021,4,1,12,10,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,,,B03,120.662131,24.187406,3
2021,4,1,12,10,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,20,,B03,120.699944,24.074111,3
2021,4,1,12,11,臺中市,豐原區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,,,B03,120.70523,24.241719,3
2021,4,1,12,12,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,,,B03,120.653084,24.134359,3
2021,4,1,12,17,臺中市,豐原區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,44,,1,,,B03,120.73793,24.272247,3
2021,4,1,12,18,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,3,4,C03,7,9,1,10,2,11,,6,6,1,21,8,C03,120.681616,24.18938,2
2021,4,1,12,34,臺中市,沙鹿區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,A11,,,1,,2,,,23,,1,10,,A11,120.562764,24.240307,3
2021,4,1,12,36,臺中市,大里區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,4,1,11,8,3,10,1,1,B03,7,5,1,8,2,2,,8,8,1,22,8,B03,120.695776,24.087919,2
2021,4,1,12,37,臺中市,神岡區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,4,2,17,16,3,10,1,1,B03,7,9,1,8,2,5,,16,16,1,12,8,B03,120.656034,24.254499,2
2021,4,1,12,45,臺中市,清水區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,1,12,6,3,10,1,1,B02,7,8,1,8,2,2,,6,6,1,21,8,B02,120.542393,24.29081,2
2021,4,1,12,50,臺中市,龍井區,0,0,0,8,,,30,,,,,,,,,,,,,,,42,,,,,B03,,,7,,11,,,42,42,2,22,,B03,120.585439,24.184333,3
2021,4,1,12,58,臺中市,太平區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,21,,B03,120.724741,24.13262,3
2021,4,1,13,0,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,4,,B03,120.681051,24.104839,3
2021,4,1,13,8,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,19,,1,5,,C03,120.708536,24.170448,3
2021,4,1,13,12,臺中市,南區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,4,4,5,4,5,2,17,10,3,10,1,1,B01,7,11,1,4,2,8,,10,10,1,5,1,B01,120.68,24.127,2
2021,4,1,13,25,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,9,3,10,1,1,B03,7,6,1,8,2,2,,9,9,1,22,9,B03,120.679231,24.17267,2
2021,4,1,13,28,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.734569,24.105756,3
2021,4,1,13,28,臺中市,烏日區,0,1,0,8,1,5,50,4,9,1,5,4,5,7,1,1,4,4,5,1,12,23,3,10,1,1,A31,7,9,1,1,2,2,,23,23,1,10,8,A31,120.646025,24.058618,2
2021,4,1,13,32,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C01,,,4,,2,,,23,,1,5,,C01,120.700929,24.102651,3
2021,4,1,13,35,臺中市,霧峰區,0,3,0,8,1,5,30,11,9,1,5,4,5,7,4,4,10,5,5,2,11,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,18,8,C03,120.715981,24.073366,2
2021,4,1,13,39,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.633965,24.144416,3
2021,4,1,13,40,臺中市,大里區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,7,1,1,C03,7,9,1,10,2,11,,6,6,1,5,5,C03,120.707276,24.085455,2
2021,4,1,13,44,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,22,,B03,120.682596,24.153353,3
2021,4,1,13,44,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,12,,1,22,,B03,120.632011,24.145055,3
2021,4,1,13,46,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,11,,,23,,2,22,,C03,120.686135,24.146684,3
2021,4,1,13,53,臺中市,北區,0,2,0,8,1,5,50,4,9,1,5,4,5,7,4,4,10,2,5,2,17,26,2,9,4,5,F01,7,15,8,20,2,16,,26,26,1,22,9,F01,120.674505,24.147949,2
2021,4,1,13,54,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,21,,B03,120.708516,24.12884,3
2021,4,1,14,0,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,22,,C03,120.608159,24.186302,3
2021,4,1,14,2,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,18,,1,22,,B12,120.560684,24.209255,3
2021,4,1,14,4,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.672042,24.171314,3
2021,4,1,14,12,臺中市,南區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,5,,6,6,1,3,5,B03,120.676134,24.130099,2
2021,4,1,14,14,臺中市,西區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,42,2,9,1,1,C03,7,9,1,10,2,12,,42,42,1,5,9,C03,120.661766,24.143416,2
2021,4,1,14,19,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,4,,10,10,1,4,8,B03,120.658772,24.191849,2
2021,4,1,14,19,臺中市,清水區,0,3,0,8,1,5,50,5,1,1,5,4,5,7,4,4,5,2,5,1,16,6,3,10,1,1,B03,7,9,3,18,2,1,,6,6,1,5,5,B03,120.547134,24.263929,2
2021,4,1,14,20,臺中市,西區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,44,,1,21,,B03,120.674093,24.148601,3
2021,4,1,14,32,臺中市,北區,0,0,0,8,1,5,40,,,,,,,,,,,,,,,,,,,,B11,,,1,,11,,,23,,1,5,,B11,120.675116,24.146483,3
2021,4,1,14,33,臺中市,北區,0,2,0,8,1,5,1,14,9,1,5,4,5,7,1,1,5,4,5,2,3,51,2,9,4,5,H01,8,16,8,20,10,16,,51,51,1,22,8,H01,120.681188,24.167105,2
2021,4,1,14,35,臺中市,北屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,5,4,2,16,19,3,10,1,1,B03,7,1,1,8,2,8,,19,19,1,5,8,B03,120.685261,24.186923,2
2021,4,1,14,40,臺中市,西屯區,0,0,0,8,,,1,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,19,,1,,,B03,120.644412,24.163181,3
2021,4,1,14,41,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,,1,,,B03,120.647871,24.163504,3
2021,4,1,14,52,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,43,,1,22,,C03,120.697759,24.146842,3
2021,4,1,14,53,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,1,,6,6,1,4,8,B03,120.642599,24.190717,2
2021,4,1,14,55,臺中市,西屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,5,4,4,9,5,5,2,3,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.61773,24.178033,2
2021,4,1,15,6,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,21,8,B03,120.700319,24.133238,2
2021,4,1,15,10,臺中市,大里區,0,2,0,8,1,5,60,3,1,1,5,4,5,7,4,4,1,4,4,2,17,6,3,10,3,4,B12,7,6,1,8,2,6,,6,6,1,12,8,B12,120.663036,24.108058,2
2021,4,1,15,10,臺中市,豐原區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,4,2,16,19,2,9,3,4,C04,7,1,1,10,2,13,,19,19,1,22,9,C04,120.71488,24.2512,2
