年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,2,1,7,45,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,15,,1,21,,B03,120.598171,24.111483,3
2021,2,1,7,49,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B11,,,1,,2,,,7,,1,22,,B11,120.658298,24.192795,3
2021,2,1,7,50,臺中市,后里區,0,1,0,8,2,5,50,14,8,1,5,4,5,7,4,4,1,4,4,1,18,43,2,9,1,1,C03,7,12,1,10,2,15,,43,43,1,21,8,C03,120.722966,24.310909,2
2021,2,1,7,51,臺中市,沙鹿區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,13,23,2,9,1,1,C03,7,6,1,10,2,11,,23,23,1,21,8,C03,120.55214,24.215732,2
2021,2,1,7,54,臺中市,大雅區,0,1,0,8,1,5,60,4,2,1,5,4,5,7,1,1,1,2,4,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.642252,24.229115,2
2021,2,1,7,55,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,,1,,,B03,120.587517,24.11165,3
2021,2,1,7,55,臺中市,沙鹿區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,22,,B03,120.581035,24.201368,3
2021,2,1,7,58,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,21,,C03,120.678841,24.141489,3
2021,2,1,7,58,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,,6,6,1,4,8,B03,120.707601,24.097083,2
2021,2,1,8,0,臺中市,神岡區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,1,17,6,3,10,1,1,B03,7,5,1,8,2,2,,6,6,1,12,8,B03,120.697722,24.248969,2
2021,2,1,8,1,臺中市,東勢區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,21,,B03,120.82325,24.261641,3
2021,2,1,8,6,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B11,,,1,,2,,,44,23,1,22,,B11,120.683527,24.158332,3
2021,2,1,8,10,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B02,,,1,,1,,,43,,1,,,B02,120.606538,24.18909,3
2021,2,1,8,15,臺中市,大里區,0,0,0,8,1,5,40,13,9,1,5,4,5,7,4,4,10,5,5,2,14,,,,,,B03,,,1,,2,,,12,,1,,,B03,120.707454,24.09712,3
2021,2,1,8,15,臺中市,大里區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,5,1,C03,120.685515,24.11519,2
2021,2,1,8,21,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,2,,2,,,23,,1,22,,C03,120.570031,24.194846,3
2021,2,1,8,26,臺中市,沙鹿區,0,1,0,8,1,5,40,14,7,1,5,4,5,7,4,4,1,4,4,1,12,7,3,10,1,1,B12,7,7,1,4,2,8,,7,7,1,12,8,B12,120.602393,24.248993,2
2021,2,1,8,28,臺中市,南屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,7,,,22,,B12,120.633373,24.123844,3
2021,2,1,8,28,臺中市,龍井區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,25,,1,12,,B03,120.514138,24.19814,3
2021,2,1,8,30,臺中市,西區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,19,,1,20,,B03,120.661392,24.138886,3
2021,2,1,8,31,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,16,43,2,8,1,1,C03,7,9,1,10,2,12,,43,43,1,22,8,C03,120.65859,24.19489,2
2021,2,1,8,34,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,6,,10,10,1,22,8,B03,120.623181,24.175826,2
2021,2,1,8,40,臺中市,神岡區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,1,4,4,1,18,42,2,8,1,1,C03,7,9,1,10,11,14,,42,42,1,22,8,C03,120.694858,24.248372,2
2021,2,1,8,42,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,,1,22,,B03,120.656638,24.200505,3
2021,2,1,8,45,臺中市,南區,0,1,0,8,1,5,20,3,1,1,5,4,5,7,4,4,5,5,5,2,16,19,3,10,1,1,B03,7,1,1,8,2,1,,19,19,1,3,5,B03,120.661204,24.122729,2
2021,2,1,8,54,臺中市,西區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,13,,,,,,B03,,,1,,2,,,16,,1,21,,B03,120.672853,24.136177,3
2021,2,1,9,1,臺中市,中區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,2,1,5,4,5,2,13,23,2,9,1,1,C03,7,9,2,18,2,11,,23,23,1,5,5,C03,120.678339,24.139285,2
2021,2,1,9,5,臺中市,大里區,0,2,0,8,1,5,60,4,1,1,5,4,5,7,1,1,10,4,4,1,15,25,2,9,1,1,C03,7,9,1,10,2,12,,25,25,1,4,8,C03,120.671393,24.102498,2
2021,2,1,9,10,臺中市,大里區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,1,17,16,2,9,1,1,C03,7,9,1,10,2,12,,16,16,1,5,8,C03,120.679093,24.11271,2
2021,2,1,9,10,臺中市,豐原區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,67,,1,20,,B03,120.725051,24.247392,3
2021,2,1,9,11,臺中市,梧棲區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,16,43,3,10,1,1,B03,7,5,1,8,2,1,,43,43,1,4,1,B03,120.541983,24.244209,2
2021,2,1,9,24,臺中市,北屯區,0,0,0,8,1,7,40,14,16,1,5,4,5,7,4,4,10,3,5,1,13,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,21,8,B03,120.665191,24.201238,3
2021,2,1,9,33,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,1,,,,,B03,,,1,,1,,,1,1,1,22,,B03,120.623258,24.176003,3
2021,2,1,9,35,臺中市,沙鹿區,0,0,0,8,,,30,,,,,,,,,,,,,,,42,,,,,C03,,,1,,2,,,42,42,1,,,C03,120.573276,24.228654,3
2021,2,1,9,44,臺中市,大雅區,0,0,0,,,,,,,,,,,,,,,,,,,12,3,10,1,1,B03,7,2,1,8,2,7,,12,12,1,22,9,B03,120.646917,24.225821,4
2021,2,1,9,59,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,4,2,16,8,2,9,1,1,C03,7,5,1,10,2,11,,8,8,1,21,8,C03,120.642248,24.177751,2
2021,2,1,10,0,臺中市,大雅區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,4,4,5,5,5,1,12,1,2,9,1,1,C03,7,4,1,10,2,12,,1,1,1,22,9,C03,120.649999,24.218933,2
2021,2,1,10,0,臺中市,神岡區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,3,4,B03,7,9,1,8,2,2,,6,6,1,22,9,B03,120.685621,24.251528,2
2021,2,1,10,1,臺中市,豐原區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,1,1,5,5,4,2,13,23,3,10,1,1,C03,7,9,1,10,2,11,,23,23,1,19,8,C03,120.706063,24.252061,2
2021,2,1,10,3,臺中市,大里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,4,8,C03,120.698222,24.094295,2
2021,2,1,10,5,臺中市,南區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,2,4,4,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,12,5,B03,120.679399,24.126266,2
2021,2,1,10,13,臺中市,大甲區,0,1,0,8,1,5,70,4,1,1,5,4,5,7,1,1,10,4,4,1,17,26,3,10,1,1,C03,7,5,1,10,2,12,,26,26,1,22,8,C03,120.641592,24.365757,2
2021,2,1,10,18,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,,22,,B03,120.708561,24.250089,3
2021,2,1,10,19,臺中市,北屯區,0,0,0,8,1,5,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,6,,1,,,B03,120.663335,24.18716,3
2021,2,1,10,26,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B02,,,1,,1,,,7,,,22,,B02,120.622746,24.149786,3
2021,2,1,10,28,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,2,,6,6,1,21,8,B03,120.686108,24.186431,2
2021,2,1,10,29,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,22,,B03,120.630431,24.146735,3
2021,2,1,10,50,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,16,,1,22,,B12,120.646261,24.195448,3
2021,2,1,10,54,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B02,7,6,1,8,2,2,,6,6,1,22,8,B02,120.637223,24.170816,2
2021,2,1,10,54,臺中市,霧峰區,0,2,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,5,4,1,3,51,2,9,4,5,H01,8,16,8,20,10,16,,51,51,1,20,9,H01,120.699568,24.071155,2
2021,2,1,11,0,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,,,,,B03,,,1,,1,,,43,43,1,22,,B03,120.690141,24.170889,3
2021,2,1,11,9,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,,22,,B03,120.623408,24.153959,3
2021,2,1,11,14,臺中市,豐原區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,16,26,3,10,1,1,C03,7,5,1,10,2,13,,26,26,1,22,8,C03,120.719884,24.25058,2
2021,2,1,11,15,臺中市,烏日區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,21,,B03,120.627436,24.103944,3
2021,2,1,11,19,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.695923,24.138608,3
2021,2,1,11,20,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,17,,1,,,B03,120.641992,24.163338,3
2021,2,1,11,22,臺中市,西區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,9,1,8,2,4,,6,6,1,4,5,B03,120.676161,24.135706,2
2021,2,1,11,24,臺中市,太平區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,1,1,5,4,5,2,13,42,3,10,1,1,B03,7,3,1,8,2,5,,42,42,1,22,8,B03,120.713023,24.125558,2
2021,2,1,11,28,臺中市,大甲區,0,1,0,8,1,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,2,7,1,1,C03,7,9,2,18,2,11,,23,23,1,16,8,C03,120.620248,24.424156,2
2021,2,1,11,36,臺中市,北屯區,0,3,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,5,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.706588,24.167778,2
2021,2,1,11,38,臺中市,清水區,0,1,0,8,1,5,40,14,16,1,5,4,5,7,1,1,1,5,5,1,13,16,3,10,1,1,B03,7,9,1,8,2,1,,16,16,1,4,3,B03,120.547124,24.274706,2
2021,2,1,11,45,臺中市,潭子區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B12,,,3,,2,,,23,,1,,,B12,120.699153,24.212973,4
2021,2,1,11,50,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,,,B12,120.716666,24.14,3
2021,2,1,11,51,臺中市,北屯區,0,2,0,8,1,5,50,4,18,1,5,4,5,7,2,1,10,5,5,2,3,15,2,9,1,1,C03,7,9,1,10,2,11,,15,15,1,22,8,C03,120.69263,24.16219,2
2021,2,1,11,55,臺中市,梧棲區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,6,1,4,,B03,120.560108,24.256912,3
2021,2,1,12,0,臺中市,潭子區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,3,5,5,2,16,4,2,8,1,1,C03,7,5,1,10,2,14,,4,4,1,22,8,C03,120.703863,24.202199,2
2021,2,1,12,3,臺中市,大肚區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.577996,24.118318,3
2021,2,1,12,7,臺中市,清水區,0,1,0,8,1,5,70,5,9,1,5,4,5,7,1,1,1,4,5,1,12,44,2,9,1,1,C03,7,9,1,10,2,11,,44,44,1,5,4,C03,120.56743,24.269909,2
2021,2,1,12,11,臺中市,南區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,12,17,2,9,1,5,F01,7,9,8,20,2,16,,17,17,1,16,5,F01,120.658728,24.113329,2
2021,2,1,12,29,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,19,,1,22,,B03,120.641418,24.160333,3
2021,2,1,12,30,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,4,,B03,120.609832,24.133681,3
2021,2,1,12,35,臺中市,北屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,17,19,2,9,1,1,C03,7,1,1,10,2,11,,19,19,1,21,8,C03,120.68003,24.194675,2
2021,2,1,12,38,臺中市,太平區,0,0,0,8,1,5,50,,,,,,,,,,,,,,,19,,,,,B01,,,1,,2,1,,19,19,1,22,,B01,120.714168,24.125012,3
2021,2,1,12,40,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,22,,B12,120.558232,24.233106,3
2021,2,1,12,48,臺中市,梧棲區,0,3,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,12,26,2,9,1,1,C03,7,5,1,10,2,14,,26,26,1,20,8,C03,120.538012,24.247056,2
2021,2,1,12,49,臺中市,后里區,0,0,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,1,13,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,21,8,B03,120.717199,24.321791,3
2021,2,1,12,49,臺中市,豐原區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,13,23,3,10,3,4,B03,7,9,1,8,2,7,,23,23,1,5,8,B03,120.725383,24.241361,2
2021,2,1,12,54,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,2,,6,6,1,22,8,B03,120.685018,24.165026,2
2021,2,1,12,54,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,4,1,16,43,3,10,1,1,B03,7,5,6,8,2,6,,43,43,1,4,8,B03,120.697757,24.082556,2
2021,2,1,13,5,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,,,,7,,11,,,67,,1,,,,120.645488,24.178763,3
2021,2,1,13,7,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,11,,25,25,1,5,8,C03,120.701731,24.138868,2
2021,2,1,13,7,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,17,40,3,10,1,1,B03,7,14,1,8,2,2,,40,40,1,21,8,B03,120.682105,24.174728,2
2021,2,1,13,9,臺中市,神岡區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,25,3,10,3,4,B03,7,6,1,7,2,15,,25,25,1,22,9,B03,120.656588,24.255821,2
2021,2,1,13,13,臺中市,南區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,3,1,5,5,5,2,3,15,2,9,1,1,C03,7,9,1,10,2,11,,15,15,1,5,5,C03,120.662199,24.116889,2
2021,2,1,13,13,臺中市,豐原區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,10,3,10,3,4,B03,7,11,1,8,2,8,,10,10,1,22,8,B03,120.708288,24.252713,2
2021,2,1,13,47,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,19,,1,21,,B03,120.663222,24.156812,3
2021,2,1,13,49,臺中市,西區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,2,1,10,5,5,2,13,44,2,9,1,1,C03,7,5,1,10,2,14,,44,44,1,5,5,C03,120.672637,24.131699,2
2021,2,1,13,57,臺中市,北屯區,0,1,0,8,1,5,50,5,2,1,5,4,5,7,2,1,10,5,5,2,16,25,2,9,1,1,F01,7,6,8,20,2,16,,25,25,1,22,8,F01,120.690421,24.183358,2
2021,2,1,13,59,臺中市,豐原區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,A11,,,1,,2,,,42,,,,,A11,120.724523,24.225583,3
2021,2,1,14,3,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,,,B12,120.647641,24.228831,3
2021,2,1,14,5,臺中市,清水區,0,2,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,8,1,1,C03,7,5,1,10,2,11,,6,6,1,5,5,C03,120.57543,24.278381,2
2021,2,1,14,7,臺中市,大肚區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,,,B03,120.58307,24.168053,3
2021,2,1,14,7,臺中市,清水區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,10,2,7,1,1,C03,7,11,1,10,2,14,,10,10,1,5,5,C03,120.574824,24.267561,2
2021,2,1,14,8,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,23,2,8,1,1,C03,7,9,1,10,1,11,,23,23,1,22,8,C03,120.638855,24.17488,2
2021,2,1,14,14,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,5,5,5,1,16,6,3,10,1,1,B03,7,5,1,8,2,1,,6,6,1,22,9,B03,120.662698,24.235173,2
2021,2,1,14,30,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,18,,1,22,,B03,120.646565,24.167493,3
2021,2,1,14,30,臺中市,大甲區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,4,,B03,120.614521,24.352408,3
2021,2,1,14,31,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,21,8,C03,120.663341,24.198495,2
2021,2,1,14,38,臺中市,大雅區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,4,1,12,23,3,10,1,1,B03,7,9,3,18,2,1,,23,23,1,22,9,B03,120.645159,24.210971,2
2021,2,1,14,38,臺中市,太平區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,7,1,1,C03,7,5,1,10,2,11,,6,6,1,4,5,C03,120.720086,24.127571,2
2021,2,1,14,56,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,4,2,16,6,2,9,1,1,C03,7,6,3,18,2,14,,6,6,1,22,8,C03,120.675425,24.163014,2
2021,2,1,14,56,臺中市,南屯區,0,0,0,8,1,5,50,4,9,1,5,4,5,7,4,4,10,4,5,2,13,,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.623786,24.149794,3
2021,2,1,15,1,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,16,,1,22,,C03,120.675138,24.151505,3
2021,2,1,15,5,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,21,,B03,120.619443,24.11026,3
2021,2,1,15,20,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,,,B12,120.690143,24.156769,3
2021,2,1,15,23,臺中市,梧棲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,12,42,3,10,1,1,B12,7,6,1,8,2,2,,42,42,1,5,8,B12,120.537543,24.245226,2
2021,2,1,15,24,臺中市,西區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,4,3,4,1,16,6,3,10,1,1,B03,7,5,1,8,2,8,,6,6,1,21,8,B03,120.678837,24.137056,2
2021,2,1,15,25,臺中市,后里區,0,0,0,8,1,2,10,17,20,2,5,4,5,7,4,4,10,5,5,1,14,,,,,,B12,,,1,,2,,,12,,1,22,,B12,120.72166,24.306472,3
2021,2,1,15,26,臺中市,潭子區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,17,6,2,8,1,1,C03,7,5,1,10,2,13,,6,6,1,22,9,C03,120.721596,24.204245,2
2021,2,1,15,28,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,26,,1,22,,B12,120.712031,24.144218,3
2021,2,1,15,30,臺中市,龍井區,0,0,0,8,,,70,,,,,,,,,,,,,,,,,,,,A31,,,1,,2,,,7,,1,10,,A31,120.50582,24.210185,3
2021,2,1,15,30,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,12,,1,22,,B03,120.682923,24.244283,3
2021,2,1,15,32,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,21,,C03,120.682785,24.092718,3
2021,2,1,15,35,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,9,,,12,,1,21,,B12,120.728843,24.256723,3
2021,2,1,15,42,臺中市,后里區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,9,3,10,3,4,B03,7,6,1,8,2,6,,9,9,1,21,8,B03,120.707981,24.326018,2
