年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,8,1,8,30,臺中市,龍井區,0,1,0,6,1,5,50,4,2,1,4,4,5,7,2,1,3,2,3,1,16,26,3,10,3,4,B03,7,6,1,8,2,2,,26,26,1,22,9,B03,120.583531,24.180801,2
2021,8,1,8,56,臺中市,大里區,0,0,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,1,15,25,,,,,B03,,,1,,2,,,25,25,1,5,,B03,120.694408,24.100633,3
2021,8,1,9,4,臺中市,西屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,1,,10,10,1,21,8,B03,120.626026,24.184597,2
2021,8,1,9,10,臺中市,霧峰區,0,2,0,6,1,5,50,3,2,1,4,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,3,18,2,14,,6,6,1,5,7,C03,120.6988,24.065863,2
2021,8,1,9,19,臺中市,西屯區,0,1,0,6,1,5,50,3,1,1,4,4,5,7,4,4,5,4,4,2,17,43,2,9,1,1,C03,7,9,1,10,2,12,,43,43,1,21,8,C03,120.641311,24.176958,2
2021,8,1,9,19,臺中市,后里區,0,2,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,15,26,2,9,1,1,C03,7,9,1,10,2,14,,26,26,1,21,1,C03,120.711583,24.307202,2
2021,8,1,9,27,臺中市,龍井區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,4,,B03,120.52333,24.203842,3
2021,8,1,10,3,臺中市,梧棲區,0,1,0,6,1,5,70,4,1,1,4,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,11,,25,25,1,3,8,C03,120.559088,24.258164,2
2021,8,1,10,5,臺中市,北屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,B03,7,5,1,8,2,6,,6,6,1,21,8,B03,120.7026,24.186733,2
2021,8,1,10,12,臺中市,北區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,12,26,3,10,3,4,B03,7,5,1,8,2,6,,26,26,1,5,8,B03,120.683206,24.148151,2
2021,8,1,10,15,臺中市,外埔區,0,0,0,6,1,5,50,15,9,1,4,4,5,7,4,4,5,5,4,1,17,19,3,10,1,1,B03,7,1,1,8,2,6,,19,19,1,22,8,B03,120.654328,24.330858,3
2021,8,1,10,24,臺中市,北屯區,0,0,0,6,1,7,80,14,9,1,4,4,5,7,4,4,1,3,5,1,13,16,3,10,1,1,B03,7,9,1,8,2,1,,16,16,1,21,8,B03,120.72078,24.174833,3
2021,8,1,10,42,臺中市,北屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,42,,,,,C03,,,8,,1,,,42,42,1,4,,C03,120.6956,24.1799,3
2021,8,1,10,44,臺中市,北屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,12,1,22,,B03,120.709309,24.171155,3
2021,8,1,10,44,臺中市,豐原區,0,0,0,6,,,50,,,,,,,,,,,,,,,7,,,,,B12,,,1,,2,,,7,7,1,4,,B12,120.729654,24.255439,3
2021,8,1,10,52,臺中市,豐原區,0,0,0,6,,,60,,,,,,,,,,,,,,,26,,,,,B03,,,1,,2,,,26,26,1,22,,B03,120.707339,24.237271,3
2021,8,1,10,54,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,1,,,23,23,1,,,B12,120.6069,24.193428,3
2021,8,1,11,3,臺中市,沙鹿區,0,0,0,6,,,70,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,23,1,2,,B12,120.568548,24.238245,3
2021,8,1,11,7,臺中市,大里區,0,4,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,16,8,2,1,1,1,B03,7,5,1,8,2,2,,8,8,1,21,8,B03,120.682493,24.100867,2
2021,8,1,11,14,臺中市,太平區,0,0,0,6,,,30,,,,,,,,,,,,,,,44,,,,,B12,,,1,,1,,,44,44,1,21,,B12,120.705411,24.151064,3
2021,8,1,11,27,臺中市,潭子區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,4,4,4,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,1,,6,6,1,22,9,B03,120.701762,24.189546,2
2021,8,1,11,28,臺中市,北屯區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,22,,B03,120.723418,24.176015,3
2021,8,1,11,31,臺中市,太平區,0,0,0,6,,,30,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,17,1,21,,B03,120.721428,24.12453,3
2021,8,1,11,39,臺中市,大甲區,0,0,0,6,,,70,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,23,1,22,,B12,120.647262,24.374524,3
2021,8,1,11,40,臺中市,沙鹿區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,21,,B03,120.562991,24.239996,3
2021,8,1,11,43,臺中市,東區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B02,,,1,,2,,,23,23,1,,,B02,120.696913,24.146077,3
2021,8,1,11,55,臺中市,大里區,0,0,0,6,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,42,1,22,,B03,120.701367,24.110695,3
2021,8,1,11,58,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,17,17,1,22,,C03,120.700641,24.211994,3
2021,8,1,12,0,臺中市,東區,0,0,0,6,1,5,40,14,8,1,4,4,5,7,4,4,5,5,4,2,17,42,3,10,3,4,B12,7,15,1,8,1,1,,42,42,1,21,8,B12,120.711338,24.144832,3
2021,8,1,12,24,臺中市,西區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,21,,B03,120.670072,24.153725,3
2021,8,1,12,32,臺中市,北屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,,6,6,1,21,8,B03,120.673161,24.17563,2
2021,8,1,12,43,臺中市,大雅區,0,1,0,6,1,8,30,14,8,1,3,4,5,7,4,4,10,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,15,,23,23,1,22,9,C03,120.60198,24.220265,2
2021,8,1,12,49,臺中市,新社區,0,0,0,6,1,5,50,14,9,1,4,4,5,7,4,4,5,4,5,1,20,13,,,,,B03,,,1,,2,,,13,13,1,22,,B03,120.791004,24.206463,3
2021,8,1,13,0,臺中市,北屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,26,,,,,B03,,,1,,2,,,26,26,1,5,,B03,120.739623,24.177871,3
2021,8,1,13,7,臺中市,新社區,0,1,0,8,1,5,50,3,9,1,5,4,5,7,1,1,4,4,4,1,18,13,2,9,1,1,C03,7,9,1,10,2,14,,13,13,1,22,9,C03,120.810465,24.243858,2
2021,8,1,13,18,臺中市,西屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,5,4,4,2,17,43,2,8,1,4,C03,7,9,1,10,2,12,,43,43,1,21,8,C03,120.660416,24.164458,2
2021,8,1,13,24,臺中市,大里區,0,0,0,6,,,30,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,19,1,,,B03,120.695433,24.102586,3
2021,8,1,13,24,臺中市,太平區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,6,,6,6,1,4,5,B03,120.705502,24.159488,2
2021,8,1,13,27,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,22,,B03,120.670309,24.239146,3
2021,8,1,13,27,臺中市,豐原區,0,1,0,6,1,5,50,3,1,1,4,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B12,7,11,1,8,2,8,,6,6,1,22,8,B12,120.714523,24.24597,2
2021,8,1,13,30,臺中市,清水區,0,0,0,8,1,5,60,4,1,1,5,4,5,7,1,1,1,2,5,1,11,25,3,10,1,1,B03,7,5,1,8,2,5,,25,25,1,20,5,B03,120.552897,24.296076,3
2021,8,1,13,42,臺中市,沙鹿區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,6,1,10,2,14,,6,6,1,21,8,C03,120.564165,24.242805,2
2021,8,1,13,45,臺中市,北區,0,1,0,6,1,5,50,3,2,1,4,4,5,7,4,4,1,4,4,2,16,6,3,10,1,1,B03,7,6,1,8,2,6,,6,6,1,21,8,B03,120.667695,24.163092,2
2021,8,1,13,46,臺中市,北區,0,1,0,7,1,5,40,4,1,1,4,4,5,7,4,4,10,5,5,2,12,6,3,10,3,4,B03,7,6,6,18,2,2,,6,6,1,5,8,B03,120.68226,24.164005,2
2021,8,1,13,47,臺中市,北屯區,0,2,0,6,1,5,50,4,1,1,4,4,5,7,4,4,10,5,5,2,15,6,2,1,1,1,C03,7,9,1,10,2,11,,6,6,1,22,8,C03,120.666892,24.19069,2
2021,8,1,13,48,臺中市,豐原區,0,0,0,,,,30,,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,17,17,1,21,,B12,120.726966,24.242522,3
2021,8,1,13,50,臺中市,潭子區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,22,,B03,120.702273,24.187894,3
2021,8,1,13,54,臺中市,龍井區,0,1,0,6,1,5,30,5,1,1,4,4,5,7,4,4,10,5,5,2,16,6,3,10,3,4,B12,7,9,1,8,2,2,,6,6,1,19,6,B12,120.527112,24.188533,2
2021,8,1,13,55,臺中市,東勢區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,4,4,4,5,5,1,16,6,3,10,1,1,B03,7,9,1,8,2,1,,6,6,1,22,9,B03,120.828457,24.255537,2
2021,8,1,14,2,臺中市,西區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,5,,B03,120.652854,24.146401,3
2021,8,1,14,7,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,21,,B03,120.609103,24.184557,3
2021,8,1,14,14,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,19,1,5,,B03,120.698716,24.064876,3
2021,8,1,14,15,臺中市,大里區,0,0,0,8,1,5,30,14,13,1,5,4,5,7,4,4,5,5,5,1,12,60,,,,,B03,,,1,,2,,,60,60,1,5,,B03,120.694445,24.11147,3
2021,8,1,14,17,臺中市,西區,0,0,0,,,,40,,,,,,,,,,,,,,,18,,,,,B03,,,1,,1,,,18,18,1,5,,B03,120.664227,24.132119,3
2021,8,1,14,26,臺中市,潭子區,0,0,0,8,1,5,60,3,2,1,4,4,5,7,1,1,1,3,4,1,13,16,,,,,B03,,,1,,2,,,16,16,1,,,B03,120.707571,24.225705,3
2021,8,1,14,31,臺中市,石岡區,0,2,0,8,1,5,70,3,1,1,5,4,5,7,3,1,1,4,4,1,16,26,2,9,1,1,C03,7,11,1,10,2,14,,26,26,1,22,8,C03,120.80398,24.267631,2
2021,8,1,14,33,臺中市,北區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,22,8,C03,120.670049,24.167421,2
2021,8,1,14,40,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,1,,,42,42,1,4,,B03,120.632553,24.345663,3
2021,8,1,14,43,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,1,,,23,23,1,22,,B12,120.705089,24.130506,3
2021,8,1,14,44,臺中市,大甲區,0,0,0,8,1,3,50,2,2,1,5,4,5,7,4,4,3,5,5,2,14,12,,,,,B12,,,1,,1,,,12,12,1,4,,B12,120.619287,24.339499,3
2021,8,1,14,45,臺中市,大雅區,0,1,0,7,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,17,25,2,9,1,1,C03,7,9,1,10,2,15,,25,25,1,22,9,C03,120.644241,24.227166,2
2021,8,1,14,48,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,B03,7,5,1,8,2,5,,6,6,1,21,8,B03,120.671125,24.169815,2
2021,8,1,14,50,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,23,1,22,,B12,120.705916,24.249799,3
2021,8,1,14,51,臺中市,西屯區,0,1,0,7,1,5,40,14,7,1,4,4,5,7,4,4,1,4,4,2,12,18,3,10,1,1,B03,7,3,1,8,2,4,,18,18,1,21,8,B03,120.639158,24.165322,2
2021,8,1,14,54,臺中市,霧峰區,0,2,0,7,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,8,2,8,3,4,F03,7,5,8,20,2,15,,8,8,1,21,8,F03,120.702113,24.071078,2
2021,8,1,15,30,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,9,,,12,12,1,,,B03,120.709055,24.228491,3
2021,8,1,15,31,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,22,,B03,120.684582,24.110435,3
2021,8,1,15,33,臺中市,北區,0,0,0,8,1,5,50,4,2,1,5,4,5,7,2,1,10,5,5,2,12,10,,,,,B01,,,1,,1,,,10,10,1,5,,B01,120.671457,24.173694,3
2021,8,1,15,46,臺中市,大里區,0,0,0,6,,,60,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,12,1,22,,B03,120.687367,24.085526,3
2021,8,1,15,49,臺中市,清水區,0,3,0,8,1,5,50,4,1,1,5,4,5,4,4,4,5,4,5,1,16,6,2,8,1,1,B03,7,9,1,8,2,5,,6,6,1,2,5,B03,120.539897,24.267901,2
2021,8,1,15,57,臺中市,烏日區,0,1,0,8,1,5,30,5,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B12,7,9,1,8,2,8,,6,6,1,7,8,B12,120.651482,24.049307,2
2021,8,1,16,3,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,,,B03,120.67056,24.158414,3
2021,8,1,16,10,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,22,,B03,120.68695,24.152234,3
2021,8,1,16,17,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,43,,,,,,,,7,,11,,,43,43,1,,,,,,3
2021,8,1,16,20,臺中市,南區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,12,16,2,9,1,1,C03,7,9,1,10,2,14,,16,16,1,21,8,C03,120.684248,24.129187,2
2021,8,1,16,22,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,1,,,,,C03,,,1,,1,,,1,1,1,,,C03,120.722778,24.149444,3
2021,8,1,16,28,臺中市,烏日區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,8,,10,10,1,5,8,B03,120.625733,24.110367,2
2021,8,1,16,30,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,9,3,10,1,1,B03,7,6,1,8,2,6,,9,9,1,22,8,B03,120.669823,24.176464,2
2021,8,1,16,34,臺中市,西屯區,0,1,0,7,1,5,50,14,9,1,5,4,5,7,4,4,3,3,5,2,18,42,2,9,1,1,C03,7,9,1,10,2,14,,42,42,1,22,8,C03,120.639206,24.174885,2
2021,8,1,16,40,臺中市,大里區,0,1,0,8,1,5,50,11,9,1,5,4,5,7,4,4,5,5,5,2,18,42,2,9,3,4,C03,7,9,4,8,2,15,,42,42,1,5,8,C03,120.697575,24.101677,2
2021,8,1,16,41,臺中市,西屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,17,6,3,10,3,4,B03,7,6,1,8,2,5,,6,6,1,22,8,B03,120.625758,24.184808,2
2021,8,1,16,50,臺中市,東區,0,0,0,8,,,30,,,,,,,,,,,,,,,44,,,,,B03,,,1,,2,,,44,44,1,22,,B03,120.695071,24.147395,3
2021,8,1,16,50,臺中市,梧棲區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,12,1,,,B03,120.554636,24.258446,3
2021,8,1,16,51,臺中市,北區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,8,3,4,2,12,40,3,10,3,4,B03,7,13,7,19,11,4,,40,40,1,5,8,B03,120.673287,24.143741,2
2021,8,1,16,56,臺中市,潭子區,0,1,0,8,1,5,6,4,1,1,5,4,5,7,1,1,10,5,5,2,17,26,3,10,1,1,B03,7,6,1,8,2,2,,26,26,1,21,8,B03,120.706403,24.209667,2
2021,8,1,16,57,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,7,3,10,1,1,B03,7,8,1,8,2,2,,7,7,1,4,8,B03,120.64959,24.1624,2
2021,8,1,16,59,臺中市,大里區,0,1,0,7,1,5,50,4,2,1,5,4,5,7,1,1,10,4,5,1,17,8,2,9,3,4,C03,7,5,1,10,2,11,,8,8,1,22,8,C03,120.680812,24.105573,2
2021,8,1,17,8,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,19,1,,,B03,120.655095,24.229757,3
2021,8,1,17,22,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,,,,,B03,,,1,,2,,,43,43,1,,,B03,120.688998,24.156611,3
2021,8,1,17,30,臺中市,潭子區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,4,4,4,1,17,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,22,8,B03,120.723987,24.220312,2
2021,8,1,17,35,臺中市,大里區,0,1,0,8,1,5,50,3,8,1,5,4,5,7,4,4,1,4,4,1,18,23,2,9,1,1,C03,7,9,1,10,2,15,,23,23,1,22,8,C03,120.690903,24.101002,2
2021,8,1,17,41,臺中市,龍井區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,27,44,2,8,1,1,C03,7,9,1,10,2,11,,44,44,1,22,8,C03,120.584703,24.183415,2
2021,8,1,17,43,臺中市,太平區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,13,16,2,9,3,4,C03,7,9,1,10,11,11,,16,16,1,9,8,C03,120.716559,24.132148,2
2021,8,1,17,44,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,,,B03,120.64873,24.21835,3
2021,8,1,17,44,臺中市,北區,0,2,0,7,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,7,2,7,1,1,C03,7,8,1,10,2,12,,7,7,1,22,8,C03,120.685189,24.166992,2
2021,8,1,17,44,臺中市,大肚區,0,1,0,7,1,5,50,5,1,1,4,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,6,,6,6,1,2,8,B03,120.562982,24.124147,2
2021,8,1,18,9,臺中市,西區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,8,1,,,23,23,1,,,B03,120.66278,24.132141,3
2021,8,1,18,11,臺中市,北屯區,0,0,0,6,,,30,,,,,,,,,,,,,,,23,,,,,B02,,,1,,2,,,23,23,1,22,,B02,120.664043,24.192263,3
2021,8,1,18,12,臺中市,北區,0,1,0,6,1,5,50,11,9,1,4,4,5,7,4,4,10,3,5,2,12,6,3,10,1,1,B03,7,9,1,8,2,4,,6,6,1,2,8,B03,120.691377,24.158921,2
2021,8,1,18,15,臺中市,大里區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,4,3,4,1,16,8,3,10,3,4,B03,7,5,1,8,2,15,,8,8,1,22,9,B03,120.693811,24.090843,2
2021,8,1,18,20,臺中市,清水區,0,1,0,8,1,5,50,3,1,5,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,,6,6,1,5,5,B03,120.57273,24.27046,2
2021,8,1,18,29,臺中市,西屯區,0,1,0,6,2,5,30,4,1,1,4,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,5,8,C03,120.648189,24.16923,2
2021,8,1,18,30,臺中市,北區,0,2,0,6,4,5,50,3,1,1,4,4,5,7,4,4,1,4,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,21,8,C03,120.677173,24.152179,2
2021,8,1,18,38,臺中市,太平區,0,1,0,6,3,5,40,3,8,1,4,4,5,7,4,4,10,5,4,2,17,21,2,9,1,1,C03,7,9,1,10,8,11,,21,21,1,19,8,C03,120.707222,24.125556,2
2021,8,1,18,38,臺中市,沙鹿區,0,0,0,8,,,40,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,16,1,,,B03,120.580759,24.201711,3
2021,8,1,18,48,臺中市,大里區,0,0,0,6,,,50,,,,,,,,,,,,,,,25,,,,,B12,,,1,,2,,,25,25,1,22,,B12,120.667105,24.096695,3
2021,8,1,18,49,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,42,1,,,B03,120.618506,24.102736,3
2021,8,1,18,50,臺中市,北屯區,0,0,0,6,,,40,,,,,,,,,,,,,,,12,,,,,B12,,,1,,2,,,12,12,1,5,,B12,120.723617,24.170495,3
2021,8,1,19,0,臺中市,大里區,0,1,0,6,3,5,50,3,2,1,4,4,5,7,4,4,5,4,4,2,17,19,3,10,3,4,C03,7,1,3,18,2,14,,19,19,1,12,8,C03,120.68372,24.112413,2
2021,8,1,19,10,臺中市,大里區,0,2,0,6,4,5,50,14,9,1,4,4,5,7,1,1,1,4,5,1,2,23,2,7,3,4,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.679328,24.115453,2
2021,8,1,19,11,臺中市,西區,0,1,0,6,3,5,50,4,1,1,4,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,1,,6,6,1,22,5,B03,120.659458,24.14554,2
2021,8,1,19,28,臺中市,南區,0,0,0,6,,,50,,,,,,,,,,,,,,,43,,,,,,,,7,19,11,,,43,43,1,,,,120.672025,24.124706,3
2021,8,1,19,39,臺中市,大里區,0,1,0,6,3,5,60,4,1,1,4,4,5,7,2,1,5,4,4,1,3,15,3,10,1,4,C03,7,11,1,10,2,11,,15,15,1,22,9,C03,120.676191,24.114929,2
2021,8,1,19,45,臺中市,西區,0,1,0,6,3,5,30,4,1,1,4,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,21,8,C03,120.666637,24.147491,2
2021,8,1,19,48,臺中市,沙鹿區,0,1,0,6,3,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,17,25,3,10,1,1,C03,7,5,1,10,2,13,,25,25,1,21,8,C03,120.567884,24.202063,2
2021,8,1,19,49,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,42,1,11,,B03,120.559166,24.236388,3
2021,8,1,19,52,臺中市,潭子區,0,0,0,6,,,50,,,,,,,,,,,,,,,17,,,,,A05,,,1,,2,,,17,17,1,,,A05,120.704716,24.211275,3
2021,8,1,19,52,臺中市,太平區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,,,B03,120.704289,24.111288,3
2021,8,1,19,54,臺中市,大雅區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,1,,,23,23,1,,,B12,120.65411,24.22944,3
